balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_sector,uen
0,"233,406",0,0,0,0,0,"233,406",0,"233,406",0,"230,406","230,406","3,000",0,"3,000",0,"63,760",0,"63,760",0,"9,708","73,468",Apr 2016 - Mar 2017,Received,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,000","1,000",0,0,0,"3,859",231,0,0,"5,090",North East,S89CC0679A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"27,627",0,0,0,0,0,"27,627",0,"27,627",0,"27,627","27,627",0,0,0,0,"58,919",0,"58,919",0,"1,326","60,245",Apr 2015 - Mar 2016,Received,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,000","1,000",0,0,0,"1,320",0,"3,155",0,"5,475",North East,T04CC1802K
0,"84,467",0,0,0,0,0,"84,467",0,"84,467",0,"83,397","83,397","1,070",0,"1,070",0,"12,950",0,"12,950",0,"1,220","14,170",Apr 2014 - Mar 2015,Received,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"5,328","12,000","17,328",0,0,0,"31,023",0,"3,800",0,"52,151",North East,T04CC1802K
0,"30,590",0,0,0,0,0,"30,590",0,"30,590",0,"29,520","29,520","1,070",0,"1,070",0,"3,700",0,"3,700",0,"2,117","5,817",Apr 2016 - Mar 2017,Received,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,500","1,500",0,0,0,"2,680",1,"3,529",0,"7,710",North East,T04CC1802K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"240,001",0,0,0,0,0,"240,001",0,"240,001",0,"238,501","238,501","1,500",0,"1,500",0,0,0,0,0,0,0,Apr 2015 - Mar 2016,Received,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"23,750","211,000","234,750",0,0,0,0,0,0,0,"234,750",North East,S92CC0869A
0,"120,632",0,0,0,0,0,"120,632",0,"120,632",0,"117,632","117,632","3,000",0,"3,000",0,0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,0,0,0,0,0,North East,S92CC0869A
0,"439,401",0,0,0,0,0,"439,401",0,"439,401",0,"437,901","437,901","1,500",0,"1,500",0,"113,298",0,"113,298",0,"7,081","120,379",Apr 2016 - Mar 2017,Received,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"273,875","273,875",0,0,0,"25,040",107,"20,757",0,"319,779",North East,S92CC0869A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,Apr 2015 - Mar 2016,Received,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,"19,068",North East,T07CC2015D
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2014 - Mar 2015,Received,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,North East,T07CC2015D
0,"202,088",0,0,0,0,0,"202,088",0,"202,088",0,"202,088","202,088",0,0,0,0,"21,997",0,"21,997",0,20,"22,017",Apr 2016 - Mar 2017,Received,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"29,247",-,"29,247",0,-,0,0,5,"4,853",0,"34,105",North East,T07CC2015D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"175,667",0,0,0,0,0,"175,667",0,"175,667",0,"174,026","174,026","1,641",0,"1,641",0,"50,718",0,"50,718",0,"100,368","151,086",Apr 2015 - Mar 2016,Received,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"60,000","32,075","92,075",0,0,0,0,0,0,0,"92,075",North East,S98CC1310A
0,"229,256",0,0,0,0,0,"229,256",0,"229,256",0,"226,731","226,731","2,525",0,"2,525",0,"46,300",0,"46,300",0,"368,878","415,178",Apr 2014 - Mar 2015,Received,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"4,000","4,000",0,0,0,0,0,0,0,"4,000",North East,S98CC1310A
0,"89,867",0,0,0,0,0,"89,867",0,"89,867",0,"88,617","88,617","1,250",0,"1,250",0,"71,117",0,"71,117",0,"31,524","102,641",Apr 2016 - Mar 2017,Received,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"10,000","10,000",0,0,0,0,0,"7,232",0,"17,232",North East,S98CC1310A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"11,271",0,0,0,0,0,"11,271",0,"11,271",0,"10,471","10,471",800,0,800,0,0,0,0,0,0,0,Apr 2015 - Mar 2016,Received,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,-,0,0,-,0,0,0,0,0,0,North East,S91CC0799J
0,"21,372",0,0,0,0,0,"21,372",0,"21,372",0,"20,502","20,502",870,0,870,0,0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,"84,609",0,0,0,0,Community,0,-,0,0,-,0,0,0,0,0,0,North East,S91CC0799J
0,"20,435",0,0,0,0,0,"20,435",0,"20,435",0,"19,635","19,635",800,0,800,0,"86,196",0,"86,196",0,"3,497","89,693",Apr 2016 - Mar 2017,Received,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"98,857",-,"98,857",0,-,0,0,0,0,0,"98,857",North East,S91CC0799J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"9,927",0,0,0,0,0,"9,927",0,"9,927",0,"8,627","8,627","1,300",0,"1,300",0,"25,484",0,"25,484",0,"1,962","27,446",Apr 2015 - Mar 2016,Received,Punggol Coast CCC Community Development and Welfare Fund,0,1.1,0,0,0,Community,"22,450","2,508","24,958",0,0,0,"2,106",0,"3,857",0,"30,921",North East,T12CC0002G
0,"12,654",0,0,0,0,0,"12,654",0,"12,654",0,"11,254","11,254","1,400",0,"1,400",0,"28,369",0,"28,369",0,"1,664","30,033",Apr 2014 - Mar 2015,Received,Punggol Coast CCC Community Development and Welfare Fund,0,0.0,0,0,0,Community,"2,000","6,500","8,500",0,0,0,0,0,0,0,"8,500",North East,T12CC0002G
0,"40,458",0,0,0,0,0,"40,458",0,"40,458",0,"39,158","39,158","1,300",0,"1,300",0,"14,135",0,"14,135",0,"1,438","15,573",Apr 2016 - Mar 2017,Received,Punggol Coast CCC Community Development and Welfare Fund,0,39,0,0,0,Community,"4,130","35,300","39,430",0,0,0,0,1,"6,673",0,"46,104",North East,T12CC0002G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"374,211",0,0,0,0,0,"374,211",0,"374,211",0,"372,911","372,911","1,300",0,"1,300","314,447","123,280",0,"123,280",0,"347,597","470,877",Apr 2015 - Mar 2016,Received,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"40,000","176,000","216,000",0,0,0,"64,642",0,"33,805",0,"314,447",North East,T07CC2010B
0,"531,621",0,0,0,0,0,"531,621",0,"531,621",0,"529,341","529,341","2,280",0,"2,280",0,"90,306",0,"90,306",0,"102,502","192,808",Apr 2014 - Mar 2015,Received,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"1,545","54,500","56,045",0,0,0,"32,472",0,"1,000","45,290","134,807",North East,T07CC2010B
0,"239,834",0,0,0,0,0,"239,834",0,"239,834",0,"237,834","237,834","2,000",0,"2,000",0,"203,110",0,"203,110",0,"7,419","210,529",Apr 2016 - Mar 2017,Received,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"50,000","108,308","158,308",0,0,0,0,7,"14,591",0,"172,906",North East,T07CC2010B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2015 - Mar 2016,Received,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,North East,T07CC2007B
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2014 - Mar 2015,Received,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,North East,T07CC2007B
0,"301,259",0,0,0,0,0,"301,259",0,"301,259",0,"301,259","301,259",0,0,0,0,"29,480",0,"29,480",0,0,"29,480",Apr 2016 - Mar 2017,Received,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"3,261","225,000","228,261",0,0,0,0,0,0,0,"228,261",North East,T07CC2007B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Punggol West CCC Community Development and Welfare Fund,-,-,-,-,-,Community,-,-,-,-,-,-,-,-,-,-,0,North East,T16CC0004H
0,"10,062",0,0,0,0,0,"10,062",0,"10,062",0,"10,062","10,062",0,0,0,0,0,0,0,0,38,0,0,0,Punggol West CCC Community Development and Welfare Fund,0,0,0,0,0,Community,0,-,0,0,-,0,0,0,"10,100",0,0,North East,T16CC0004H
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,Apr 2016 - Mar 2017,Received,Punggol West CCC Community Development and Welfare Fund,-,-,-,-,-,Community,-,-,-,-,-,-,-,-,-,-,"10,100",North East,T16CC0004H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2015 - Mar 2016,Received,Sengkang Central CCC Community Development and Welfare Fund,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,North East,T07CC2053K
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2014 - Mar 2015,Received,Sengkang Central CCC Community Development and Welfare Fund,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,North East,T07CC2053K
0,"40,292",0,0,0,0,0,"40,292",0,"40,292",0,"38,866","38,866","1,426",0,"1,426",0,"9,064",0,"9,064",0,"3,309","12,373",Apr 2016 - Mar 2017,Received,Sengkang Central CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"7,258","10,000","17,258",0,0,0,326,1,"3,529",0,"21,114",North East,T07CC2053K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"54,204",0,0,0,0,0,"54,204",0,"54,204",0,"52,804","52,804","1,400",0,"1,400",0,"15,591",0,"15,591",0,287,"15,878",Apr 2015 - Mar 2016,Received,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"4,000","4,000",0,0,0,0,0,"27,464",0,"31,464",North East,S80SS0135C
0,"39,768",0,0,0,0,0,"39,768",0,"39,768",0,"37,218","37,218","2,550",0,"2,550","27,304",0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"10,500","10,500",0,0,0,500,0,0,0,"11,000",North East,S80SS0135C
0,"43,015",0,0,0,0,0,"43,015",0,"43,015",0,"41,615","41,615","1,400",0,"1,400",0,"19,055",0,"19,055",0,"1,713","20,768",Apr 2016 - Mar 2017,Received,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"6,000","6,000",0,0,0,0,0,"3,579",0,"9,579",North East,S80SS0135C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"62,563",0,0,0,0,0,"62,563",0,"62,563","61,063","61,063",0,"1,500",0,"1,500",0,"17,357",0,"17,357",0,"1,852","19,209",Apr 2015 - Mar 2016,Received,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,16,"60,200","60,216",0,0,0,"10,000",0,15,0,"70,231",North East,T04CC1795H
0,"11,721",0,0,0,0,0,"11,721",0,"11,721",0,"10,041","10,041","1,680",0,"1,680",0,0,0,0,0,"26,552","26,552",Apr 2014 - Mar 2015,Received,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"2,000","2,000",0,0,0,0,0,"26,491",0,"28,491",North East,T04CC1795H
0,"74,382",0,0,0,0,0,"74,382",0,"74,382",0,"72,702","72,702","1,680",0,"1,680","62,563","17,756",0,"17,756",0,"2,504","20,260",Apr 2016 - Mar 2017,Received,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"27,950","27,950",0,0,0,0,0,"3,949",0,"31,899",North East,T04CC1795H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44,658",0,0,0,0,0,0,"44,658",0,"44,658",0,"43,320","43,320","1,338",0,"1,338",0,"32,927",0,"32,927",0,"57,536","90,463",Apr 2015 - Mar 2016,Received,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"21,905","21,905",0,0,0,0,0,0,0,"21,905",North East,S92CC0892L
"61,409",0,0,0,0,0,0,"61,409",0,"61,409",0,"60,109","60,109","1,300",0,"1,300",0,"16,554",0,"16,554",0,"54,786","71,340",Apr 2014 - Mar 2015,Received,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"13,600","3,200","16,800",0,0,0,0,0,0,0,"16,800",North East,S92CC0892L
0,"81,242",0,0,0,"2,760",0,"84,002",0,"84,002",0,"79,722","79,722","4,280",0,"4,280",0,"78,469",0,"78,469",0,"4,439","82,908",Apr 2016 - Mar 2017,Received,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"26,500","28,088","54,588",0,0,0,0,0,"64,722",0,"119,310",North East,S92CC0892L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"28,732",0,0,0,0,0,"28,732",0,"28,732",0,"27,452","27,452","1,280",0,"1,280",0,"139,107",0,"139,107",0,0,"139,107",Apr 2015 - Mar 2016,Received,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"4,623",0,285,"40,000","44,908",North East,S89CC0709A
0,"122,931",0,0,0,0,0,"122,931",0,"122,931",0,"121,651","121,651","1,280",0,"1,280",0,"92,043",0,"92,043",0,0,"92,043",Apr 2014 - Mar 2015,Received,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"12,919",0,"4,051",0,"16,970",North East,S89CC0709A
0,"46,688",0,0,0,0,0,"46,688",0,"46,688",0,"45,408","45,408","1,280",0,"1,280",0,"60,591",0,"60,591",0,"1,584","62,175",Apr 2016 - Mar 2017,Received,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"80,000",131,0,0,"80,131",North East,S89CC0709A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,"83,803",0,"83,803",0,"83,803",0,"82,103","82,103","1,700",0,"1,700",0,"4,006",0,"4,006",0,"3,824","7,830",Apr 2015 - Mar 2016,Received,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,300,-,300,"9,600",-,"9,600",0,0,0,0,"9,900",North East,T04CC1832C
0,"76,133",0,0,0,0,0,"76,133",0,"76,133",0,"74,633","74,633","1,500",0,"1,500",0,"8,818",0,"8,818",0,0,"8,818",Apr 2014 - Mar 2015,Received,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,300,"44,137","44,437",0,0,0,0,0,0,0,"44,437",North East,T04CC1832C
0,"73,805",0,0,0,"12,570",0,"86,375",0,"86,375",0,"84,675","84,675","1,700",0,"1,700",0,"13,661",0,"13,661",0,"4,910","18,571",Apr 2016 - Mar 2017,Received,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"6,543","5,000","11,543","9,600",0,"9,600",0,0,0,0,"21,143",North East,T04CC1832C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"96,639",0,"413,201",0,"5,386",464,"515,690",0,"515,690",0,"514,690","514,690","1,000",0,"1,000",0,"106,198",0,"106,198",0,"4,758","110,956",Apr 2015 - Mar 2016,Received,BEDOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"11,000","50,000","61,000",0,0,0,0,"7,030","20,440",0,"88,470",South East,S90CC0764J
0,"527,932",0,0,0,"10,405","1,159","539,496",0,"539,496",0,"537,176","537,176","2,320",0,"2,320",0,"109,865",0,"109,865",0,"1,367","111,232",Apr 2014 - Mar 2015,Received,BEDOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"23,000",0,"23,000",0,0,0,0,"3,455","6,128",0,"32,583",South East,S90CC0764J
0,"476,517",0,0,0,"2,640",0,"479,157",0,"479,157",0,"476,157","476,157","3,000",0,"3,000",0,"100,133",0,"100,133",0,"6,432","106,565",Apr 2016 - Mar 2017,Received,BEDOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"3,000","10,000","13,000",0,0,0,"39,800","2,288","12,944",0,"68,032",South East,S90CC0764J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"168,347",0,0,0,0,0,"168,347",0,"168,347",0,"166,847","166,847","1,500",0,"1,500",0,"106,381",0,"106,381",0,"3,210","109,591",Apr 2015 - Mar 2016,Received,BRADDELL HEIGHTS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"14,480","45,000","59,480",0,0,0,"9,788",18,0,0,"69,286",South East,S91CC0795C
0,"209,676",0,0,0,0,0,"209,676",0,"209,676",0,"209,676","209,676",0,0,0,"42,594",0,0,0,0,"111,116","111,116",Apr 2014 - Mar 2015,Received,BRADDELL HEIGHTS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,44,"42,550","42,594",0,0,0,0,0,0,0,"42,594",South East,S91CC0795C
0,"162,870",0,0,0,0,0,"162,870",0,"162,870",0,"161,370","161,370","1,500",0,"1,500",0,"108,609",0,"108,609",0,"3,772","112,381",Apr 2016 - Mar 2017,Received,BRADDELL HEIGHTS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"9,150","97,750","106,900",0,0,0,4,0,0,0,"106,904",South East,S91CC0795C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"234,050",0,0,0,0,0,"234,050",0,"234,050","232,650","232,650",0,"1,400",0,"1,400",0,0,0,0,0,"61,698","61,698",Apr 2015 - Mar 2016,Received,CHANGI SIMEI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"1,500","66,800","68,300",0,0,0,0,0,"30,537",0,"98,837",South East,T02CC1598D
0,"196,911",0,0,0,0,0,"196,911","195,511","196,911",0,"195,511",0,"1,400",0,"1,400",0,"1,924",0,"1,924",0,"55,782","57,706",Apr 2014 - Mar 2015,Received,CHANGI SIMEI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"2,500","74,600","77,100",0,0,0,"27,680",0,"2,140",180,"107,100",South East,T02CC1598D
0,"265,575",0,0,0,0,0,"265,575",0,"265,575","264,175","264,175",0,"1,400",0,"1,400",0,"73,732",0,"73,732",0,"1,684","75,416",Apr 2016 - Mar 2017,Received,CHANGI SIMEI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"2,460","76,100","78,560",0,0,0,0,0,"28,381",0,"106,941",South East,T02CC1598D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"398,967",0,0,0,0,0,"398,967",0,"398,967",0,"394,217","394,217","4,750",0,"4,750",0,"128,347",0,"128,347",0,"30,096","158,443",Apr 2015 - Mar 2016,Received,FENGSHAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"13,288","324,668","337,956",0,0,0,"48,713",0,0,0,"386,669",South East,S89CC0688K
75,"167,166",0,0,0,0,0,"167,241",0,"167,241",0,"165,991","165,991","1,250",0,"1,250",0,"108,556",0,"108,556",0,0,"108,556",Apr 2014 - Mar 2015,Received,FENGSHAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"5,021","156,051","161,072",0,0,0,500,0,"19,564",0,"181,136",South East,S89CC0688K
0,"295,552",0,0,0,0,0,"295,552",0,"295,552",0,"294,452","294,452","1,100",0,"1,100",0,"137,711",0,"137,711",0,"2,072","139,783",Apr 2016 - Mar 2017,Received,FENGSHAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"1,000","12,934","13,934",0,0,0,0,0,"26,084",0,"40,018",South East,S89CC0688K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"75,902",0,0,0,0,0,"75,902",0,"75,902",0,"71,323","71,323","4,579",0,"4,579",0,"39,970",0,"39,970",0,"1,678","41,648",Apr 2015 - Mar 2016,Received,GEYLANG SERAI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"14,400","14,400",0,0,0,0,27,"4,800",0,"19,227",South East,S92CC0856H
0,"98,322",0,0,0,0,0,"98,322",0,"98,322",0,"93,744","93,744","4,578",0,"4,578",0,"45,100",0,"45,100",0,"3,782","48,882",Apr 2014 - Mar 2015,Received,GEYLANG SERAI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"15,400","15,400",0,0,0,0,27,"50,450",0,"65,877",South East,S92CC0856H
0,"75,472",0,0,0,88,0,"75,560",0,"75,560",0,"69,731","69,731","5,829",0,"5,829",0,"27,800",0,"27,800",0,"2,819","30,619",Apr 2016 - Mar 2017,Received,GEYLANG SERAI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"10,000","16,000","26,000",0,0,0,0,27,"3,000",0,"29,027",South East,S92CC0856H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2015 - Mar 2016,Received,JOO CHIAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,South East,T07CC2008J
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Apr 2014 - Mar 2015,Received,JOO CHIAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,*,*,*,*,*,Community,*,*,*,*,*,*,*,*,*,*,&nbsp;,South East,T07CC2008J
0,"19,981",0,0,0,0,0,"19,981",0,"19,981",0,"19,981","19,981",0,0,0,0,"84,276",0,"84,276",0,325,"84,601",Apr 2016 - Mar 2017,Received,JOO CHIAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,-,0,0,-,0,0,0,"90,990",0,"90,990",South East,T07CC2008J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"2,912",0,0,0,0,0,"2,912",0,"2,912",0,"2,912","2,912",0,0,0,0,"27,833",0,"27,833",0,0,"27,833",Apr 2015 - Mar 2016,Received,KAMPONG CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"10,000","2,000","12,000",0,0,0,"1,416",0,400,0,"13,816",South East,S92CC0881K
0,"18,229",0,0,0,0,0,"18,229",0,"18,229",0,"16,929","16,929","1,300",0,"1,300",0,0,0,0,0,"29,771","29,771",Apr 2014 - Mar 2015,Received,KAMPONG CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"33,600",0,"33,600",0,0,0,"3,680",0,0,0,"37,280",South East,S92CC0881K
0,"8,434",0,0,0,0,0,"8,434",0,"8,434",0,"7,184","7,184","1,250",0,"1,250",0,"17,849",0,"17,849",0,"2,789","20,638",Apr 2016 - Mar 2017,Received,KAMPONG CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"3,000","3,000",0,0,0,"21,910",0,0,0,"24,910",South East,S92CC0881K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19,443","766,209",0,0,0,0,0,"785,652",0,"785,652",0,"782,352","782,352","3,300",0,"3,300",0,"17,280",0,"17,280",0,"91,267","108,547",Apr 2015 - Mar 2016,Received,KEMBANGAN-CHAI CHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"58,248","33,200","91,448",0,0,0,"48,115","1,582",55,0,"141,200",South East,S98CC1346C
